2025-04-02T15:01:49,646 [main] INFO  org.apache.spark.deploy.master.Master [] - Started daemon with process name: 62@07562851e9bf
2025-04-02T15:01:49,650 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for TERM
2025-04-02T15:01:49,651 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for HUP
2025-04-02T15:01:49,652 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for INT
2025-04-02T15:01:49,677 [main] INFO  org.apache.spark.deploy.worker.Worker [] - Started daemon with process name: 60@68f3e7a714d1
2025-04-02T15:01:49,686 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for TERM
2025-04-02T15:01:49,689 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for HUP
2025-04-02T15:01:49,690 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for INT
2025-04-02T15:01:49,791 [main] INFO  org.apache.spark.deploy.worker.Worker [] - Started daemon with process name: 60@bc42895a3022
2025-04-02T15:01:49,797 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for TERM
2025-04-02T15:01:49,798 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for HUP
2025-04-02T15:01:49,798 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for INT
2025-04-02T15:01:49,806 [main] INFO  org.apache.spark.deploy.worker.Worker [] - Started daemon with process name: 60@b568520b94cf
2025-04-02T15:01:49,810 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for TERM
2025-04-02T15:01:49,811 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for HUP
2025-04-02T15:01:49,811 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for INT
2025-04-02T15:01:49,827 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls to: spark
2025-04-02T15:01:49,828 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls to: spark
2025-04-02T15:01:49,828 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls groups to: 
2025-04-02T15:01:49,829 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls groups to: 
2025-04-02T15:01:49,829 [main] INFO  org.apache.spark.SecurityManager [] - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: spark; groups with view permissions: EMPTY; users with modify permissions: spark; groups with modify permissions: EMPTY
2025-04-02T15:01:49,834 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls to: spark
2025-04-02T15:01:49,836 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls to: spark
2025-04-02T15:01:49,836 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls groups to: 
2025-04-02T15:01:49,837 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls groups to: 
2025-04-02T15:01:49,840 [main] INFO  org.apache.spark.SecurityManager [] - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: spark; groups with view permissions: EMPTY; users with modify permissions: spark; groups with modify permissions: EMPTY
2025-04-02T15:01:49,992 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls to: spark
2025-04-02T15:01:49,996 [main] WARN  org.apache.hadoop.util.NativeCodeLoader [] - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2025-04-02T15:01:49,994 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls to: spark
2025-04-02T15:01:50,003 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls groups to: 
2025-04-02T15:01:50,009 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls to: spark
2025-04-02T15:01:50,018 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls groups to: 
2025-04-02T15:01:50,018 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls to: spark
2025-04-02T15:01:50,023 [main] INFO  org.apache.spark.SecurityManager [] - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: spark; groups with view permissions: EMPTY; users with modify permissions: spark; groups with modify permissions: EMPTY
2025-04-02T15:01:50,026 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls groups to: 
2025-04-02T15:01:50,034 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls groups to: 
2025-04-02T15:01:50,039 [main] INFO  org.apache.spark.SecurityManager [] - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: spark; groups with view permissions: EMPTY; users with modify permissions: spark; groups with modify permissions: EMPTY
2025-04-02T15:01:50,067 [main] WARN  org.apache.hadoop.util.NativeCodeLoader [] - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2025-04-02T15:01:50,282 [main] WARN  org.apache.hadoop.util.NativeCodeLoader [] - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2025-04-02T15:01:50,306 [main] WARN  org.apache.hadoop.util.NativeCodeLoader [] - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2025-04-02T15:01:50,448 [main] INFO  org.apache.spark.util.Utils [] - Successfully started service 'sparkMaster' on port 7077.
2025-04-02T15:01:50,450 [main] INFO  org.apache.spark.util.Utils [] - Successfully started service 'sparkWorker' on port 42425.
2025-04-02T15:01:50,452 [main] INFO  org.apache.spark.deploy.worker.Worker [] - Worker decommissioning not enabled.
2025-04-02T15:01:50,468 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.master.Master [] - Starting Spark master at spark://07562851e9bf:7077
2025-04-02T15:01:50,474 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.master.Master [] - Running Spark version 3.5.5
2025-04-02T15:01:50,493 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.util.log [] - Logging initialized @1805ms to org.sparkproject.jetty.util.log.Slf4jLog
2025-04-02T15:01:50,513 [main] INFO  org.apache.spark.util.Utils [] - Successfully started service 'sparkWorker' on port 33947.
2025-04-02T15:01:50,516 [main] INFO  org.apache.spark.deploy.worker.Worker [] - Worker decommissioning not enabled.
2025-04-02T15:01:50,532 [dispatcher-event-loop-1] INFO  org.apache.spark.ui.JettyUtils [] - Start Jetty 0.0.0.0:8080 for MasterUI
2025-04-02T15:01:50,537 [main] INFO  org.apache.spark.util.Utils [] - Successfully started service 'sparkWorker' on port 39551.
2025-04-02T15:01:50,540 [main] INFO  org.apache.spark.deploy.worker.Worker [] - Worker decommissioning not enabled.
2025-04-02T15:01:50,542 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.Server [] - jetty-9.4.56.v20240826; built: 2024-08-26T17:15:05.868Z; git: ec6782ff5ead824dabdcf47fa98f90a4aedff401; jvm 17.0.14+10-LTS
2025-04-02T15:01:50,572 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker [] - Starting Spark worker 172.18.0.3:42425 with 2 cores, 3.0 GiB RAM
2025-04-02T15:01:50,573 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.Server [] - Started @1884ms
2025-04-02T15:01:50,581 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker [] - Running Spark version 3.5.5
2025-04-02T15:01:50,582 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker [] - Spark home: /opt/bitnami/spark
2025-04-02T15:01:50,609 [dispatcher-event-loop-1] INFO  org.apache.spark.resource.ResourceUtils [] - ==============================================================
2025-04-02T15:01:50,610 [dispatcher-event-loop-1] INFO  org.apache.spark.resource.ResourceUtils [] - No custom resources configured for spark.worker.
2025-04-02T15:01:50,611 [dispatcher-event-loop-1] INFO  org.apache.spark.resource.ResourceUtils [] - ==============================================================
2025-04-02T15:01:50,629 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.AbstractConnector [] - Started ServerConnector@b12b344{HTTP/1.1, (http/1.1)}{0.0.0.0:8080}
2025-04-02T15:01:50,630 [dispatcher-event-loop-1] INFO  org.apache.spark.util.Utils [] - Successfully started service 'MasterUI' on port 8080.
2025-04-02T15:01:50,642 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.util.log [] - Logging initialized @1872ms to org.sparkproject.jetty.util.log.Slf4jLog
2025-04-02T15:01:50,652 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker [] - Starting Spark worker 172.18.0.4:33947 with 2 cores, 3.0 GiB RAM
2025-04-02T15:01:50,660 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker [] - Running Spark version 3.5.5
2025-04-02T15:01:50,660 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker [] - Spark home: /opt/bitnami/spark
2025-04-02T15:01:50,663 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler [] - Started o.s.j.s.ServletContextHandler@3a8f3f7d{/app,null,AVAILABLE,@Spark}
2025-04-02T15:01:50,666 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler [] - Started o.s.j.s.ServletContextHandler@59ddca39{/app/json,null,AVAILABLE,@Spark}
2025-04-02T15:01:50,668 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler [] - Started o.s.j.s.ServletContextHandler@f0c030b{/,null,AVAILABLE,@Spark}
2025-04-02T15:01:50,669 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler [] - Started o.s.j.s.ServletContextHandler@40c0c815{/json,null,AVAILABLE,@Spark}
2025-04-02T15:01:50,672 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker [] - Starting Spark worker 172.18.0.5:39551 with 2 cores, 3.0 GiB RAM
2025-04-02T15:01:50,673 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler [] - Started o.s.j.s.ServletContextHandler@2b57827f{/static,null,AVAILABLE,@Spark}
2025-04-02T15:01:50,673 [dispatcher-event-loop-1] INFO  org.apache.spark.resource.ResourceUtils [] - ==============================================================
2025-04-02T15:01:50,674 [dispatcher-event-loop-1] INFO  org.apache.spark.resource.ResourceUtils [] - No custom resources configured for spark.worker.
